################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Evaluation Voting -1/0/1/2.
# Format: CSV with header
#
# Participants were asked to give a score to each candidate, on the scale (-1,0,1,2).
# If the score is empty, it means that the voter did not evaluate the candidate (means
# the least score).
#
# * Column 1: Voter number
# * Column 2: score of Nathalie Arthaud
# * Column 3: score of François Asselineau
# * Column 4: score of Jacques Cheminade
# * Column 5: score of Nicolas Dupont-Aignan
# * Column 6: score of François Fillon
# * Column 7: score of Benoît Hamon
# * Column 8: score of Jean Lassalle
# * Column 9: score of Marine Le Pen
# * Column 10: score of Emmanuel Macron
# * Column 11: score of Jean-Luc Mélenchon
# * Column 12: score of Philippe Poutou
# * Column 13: vote at the first round of the official election (extracted from the questionnaire)
#
################################################################################
Voter,Nathalie Arthaud,François Asselineau,Jacques Cheminade,Nicolas Dupont-Aignan,François Fillon,Benoît Hamon,Jean Lassalle,Marine Le Pen,Emmanuel Macron,Jean-Luc Mélenchon,Philippe Poutou,official vote
Voter 34054,-1,0,0,-1,-1,2,-1,-1,2,1,0,Benoît Hamon
Voter 24545,0,0,0,-1,-1,2,0,-1,0,1,0,Benoît Hamon
Voter 5871,0,0,0,0,1,1,0,-1,2,1,-1,Emmanuel Macron
Voter 4836,-1,2,0,1,0,-1,0,2,-1,1,-1,Marine Le Pen
Voter 18786,0,2,0,0,0,0,0,0,-1,1,0,François Asselineau
Voter 16837,1,-1,-1,0,-1,1,0,-1,1,1,1,Emmanuel Macron
Voter 7039,-1,-1,1,0,0,1,0,-1,2,2,-1,Emmanuel Macron
Voter 30580,1,0,0,0,,2,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 5248,0,0,-1,0,-1,1,0,-1,1,2,0,Jean-Luc Mélenchon
Voter 13405,0,-1,-1,-1,-1,2,-1,-1,0,1,0,Benoît Hamon
Voter 4558,1,0,1,-1,-1,2,1,-1,1,1,1,incertitude
Voter 15669,0,-1,-1,-1,-1,2,1,-1,2,2,1,blanc
Voter 24388,0,-1,0,-1,-1,1,0,-1,2,1,0,Emmanuel Macron
Voter 5920,1,0,1,-1,-1,2,-1,-1,2,2,1,Emmanuel Macron
Voter 37105,-1,-1,0,-1,-1,2,1,-1,0,2,0,Jean-Luc Mélenchon
Voter 32281,0,0,0,-1,-1,2,0,-1,2,-1,1,Emmanuel Macron
Voter 9996,0,-1,-1,-1,-1,1,1,-1,0,2,0,Jean-Luc Mélenchon
Voter 16192,1,-1,-1,1,-1,0,-1,0,2,1,1,Emmanuel Macron
Voter 15480,-1,-1,-1,-1,0,1,-1,-1,0,1,-1,Benoît Hamon
Voter 24579,0,0,0,-1,-1,2,0,-1,1,-1,1,incertitude
Voter 9745,0,-1,-1,-1,-1,2,0,-1,1,2,0,Jean-Luc Mélenchon
Voter 21332,0,1,0,1,-1,0,0,0,1,2,1,Jean-Luc Mélenchon
Voter 14877,0,-1,-1,-1,-1,1,1,-1,-1,2,0,Jean-Luc Mélenchon
Voter 13543,-1,-1,0,-1,-1,0,-1,-1,2,1,1,Emmanuel Macron
Voter 3580,-1,-1,-1,-1,0,0,0,-1,1,-1,-1,Emmanuel Macron
Voter 2423,0,0,-1,-1,-1,1,-1,-1,1,2,0,Jean-Luc Mélenchon
Voter 15580,-1,-1,-1,0,0,0,-1,-1,2,1,-1,Emmanuel Macron
Voter 9964,,,,,-1,2,,-1,0,1,,Benoît Hamon
Voter 12990,0,,,,,2,,,,1,0,Benoît Hamon
Voter 20214,1,-1,-1,-1,-1,2,-1,-1,0,2,2,Jean-Luc Mélenchon
Voter 9811,0,-1,-1,0,-1,2,-1,-1,2,1,1,Emmanuel Macron
Voter 581,1,0,1,0,-1,1,0,-1,-1,1,0,incertitude
Voter 12831,,,,,,,,,,2,,Jean-Luc Mélenchon
Voter 34966,,,,,,2,,,1,2,-1,Emmanuel Macron
Voter 5275,0,0,1,-1,-1,0,1,-1,-1,1,-1,incertitude
Voter 24087,0,-1,-1,-1,-1,2,-1,-1,2,0,0,Emmanuel Macron
Voter 16863,0,0,0,0,0,1,0,-1,1,2,1,Jean-Luc Mélenchon
Voter 17864,1,-1,-1,-1,-1,1,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 9,-1,-1,0,0,2,-1,2,-1,1,-1,-1,François Fillon
Voter 30341,,,,,,,,,2,1,,Emmanuel Macron
Voter 11133,-1,0,0,2,1,-1,1,2,-1,0,-1,Marine Le Pen
Voter 4658,1,0,0,0,1,1,0,2,1,2,0,Marine Le Pen
Voter 21270,1,-1,-1,-1,-1,2,-1,-1,0,2,2,ne se prononce pas
Voter 22454,-1,-1,0,-1,-1,0,0,-1,-1,1,-1,Jean-Luc Mélenchon
Voter 31617,-1,1,-1,2,1,-1,-1,2,-1,-1,-1,François Fillon
Voter 5965,1,0,0,0,-1,2,0,-1,2,2,0,Benoît Hamon
Voter 8702,0,-1,-1,1,0,1,0,-1,2,1,-1,Emmanuel Macron
Voter 24017,-1,0,-1,-1,0,0,-1,2,1,0,-1,Marine Le Pen
Voter 4467,,,,0,2,,,,1,,,François Fillon
Voter 25732,-1,-1,-1,-1,-1,2,0,-1,2,0,0,Emmanuel Macron
Voter 29220,0,0,-1,-1,-1,2,0,-1,0,1,0,Benoît Hamon
Voter 18664,1,-1,-1,-1,-1,2,-1,-1,-1,1,1,Benoît Hamon
Voter 4962,0,0,0,1,-1,1,0,-1,1,2,0,Jean-Luc Mélenchon
Voter 26309,-1,-1,-1,-1,-1,2,-1,-1,1,0,-1,Emmanuel Macron
Voter 9388,0,-1,-1,-1,-1,0,0,-1,-1,1,2,Philippe Poutou
Voter 16480,-1,-1,-1,-1,-1,2,0,-1,2,0,-1,Emmanuel Macron
Voter 24078,0,0,0,-1,0,1,-1,-1,1,1,0,incertitude
Voter 8818,1,-1,0,0,-1,1,-1,-1,0,2,2,Jean-Luc Mélenchon
Voter 30046,,,,,0,2,,,1,1,,Benoît Hamon
Voter 4986,1,0,-1,-1,-1,1,0,-1,-1,1,1,Jean-Luc Mélenchon
Voter 8996,-1,-1,0,0,0,1,-1,-1,2,2,0,Emmanuel Macron
Voter 11444,-1,-1,0,-1,-1,0,1,-1,-1,2,0,Jean-Luc Mélenchon
Voter 17442,-1,0,0,0,-1,1,1,-1,-1,2,0,Jean-Luc Mélenchon
Voter 19760,1,-1,-1,-1,-1,2,0,-1,-1,2,0,Benoît Hamon
Voter 26682,0,0,0,1,-1,1,0,-1,1,2,0,Jean-Luc Mélenchon
Voter 22799,0,-1,0,0,0,0,0,-1,-1,2,2,Jean-Luc Mélenchon
Voter 10394,0,-1,0,0,0,1,0,-1,1,2,0,blanc
Voter 12081,1,,,,,,,,1,1,1,Emmanuel Macron
Voter 37708,-1,-1,-1,-1,2,2,0,-1,0,-1,0,
Voter 5223,0,0,0,-1,-1,1,0,-1,2,2,0,Emmanuel Macron
Voter 1539,0,0,0,-1,-1,2,0,-1,-1,2,-1,Jean-Luc Mélenchon
Voter 30524,-1,0,0,2,0,1,0,-1,0,1,-1,Nicolas Dupont-Aignan
Voter 21707,,,,,,,,,0,2,1,Jean-Luc Mélenchon
Voter 501,-1,-1,-1,-1,-1,0,-1,-1,1,0,-1,Emmanuel Macron
Voter 27382,0,0,1,0,-1,1,0,-1,1,2,0,Jean-Luc Mélenchon
Voter 30385,2,-1,0,-1,-1,1,1,-1,-1,2,2,Jean-Luc Mélenchon
Voter 19389,2,-1,-1,-1,-1,1,-1,-1,0,2,2,Jean-Luc Mélenchon
Voter 225,0,0,0,0,0,-1,0,-1,1,2,0,
Voter 29121,0,0,0,0,-1,1,0,-1,0,2,0,Jean-Luc Mélenchon
Voter 29825,0,0,0,0,-1,0,0,-1,0,2,1,abstention
Voter 7645,-1,0,0,0,1,1,0,-1,2,2,-1,incertitude
Voter 12587,,,,0,2,,,,1,1,,François Fillon
Voter 28656,0,1,-1,0,-1,1,-1,0,-1,2,1,Jean-Luc Mélenchon
Voter 7618,0,0,0,1,0,0,1,1,-1,2,1,Jean-Luc Mélenchon
Voter 17658,-1,1,1,0,0,1,1,-1,1,2,-1,Jean-Luc Mélenchon
Voter 20367,0,0,-1,-1,-1,1,-1,-1,1,2,0,Jean-Luc Mélenchon
Voter 6607,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,blanc
Voter 13417,1,-1,-1,-1,-1,1,0,-1,-1,2,2,Jean-Luc Mélenchon
Voter 27451,1,0,0,0,-1,2,-1,1,-1,1,1,Benoît Hamon
Voter 15906,1,0,0,-1,-1,2,1,-1,1,2,2,Jean-Luc Mélenchon
Voter 16306,,,,,1,,,0,2,,,Emmanuel Macron
Voter 10470,1,-1,-1,-1,-1,1,-1,-1,1,2,2,incertitude
Voter 4757,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
Voter 12041,0,-1,0,-1,-1,2,1,-1,1,2,1,Jean-Luc Mélenchon
Voter 27728,0,-1,-1,-1,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 3862,1,,,,,2,,,,2,1,Benoît Hamon
Voter 13472,0,-1,0,-1,-1,2,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 11882,,-1,0,-1,0,1,1,-1,2,2,1,Emmanuel Macron
Voter 4266,-1,-1,-1,-1,0,2,-1,-1,1,-1,-1,Benoît Hamon
Voter 22766,-1,-1,0,-1,-1,1,0,-1,1,1,0,incertitude
Voter 15000,-1,-1,-1,-1,-1,2,-1,-1,2,0,-1,Emmanuel Macron
Voter 12840,0,-1,0,-1,0,2,0,-1,0,1,0,Benoît Hamon
Voter 11416,2,,,,-1,1,,-1,0,2,2,Jean-Luc Mélenchon
Voter 1702,0,-1,-1,-1,-1,2,-1,-1,0,1,0,Benoît Hamon
Voter 28657,-1,-1,-1,0,1,0,0,-1,2,-1,-1,Emmanuel Macron
Voter 21224,1,0,-1,-1,-1,2,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 16497,-1,-1,-1,-1,1,2,-1,-1,1,1,0,Benoît Hamon
Voter 12816,-1,-1,0,-1,0,1,-1,-1,1,0,-1,Emmanuel Macron
Voter 18481,1,-1,0,-1,-1,2,-1,-1,1,1,1,Benoît Hamon
Voter 1919,0,-1,-1,-1,-1,1,-1,-1,0,0,0,Benoît Hamon
Voter 16808,,,,0,2,0,1,,1,0,,François Fillon
Voter 5481,0,0,0,-1,-1,0,0,-1,-1,2,0,Jean-Luc Mélenchon
Voter 4414,0,-1,-1,-1,-1,2,0,-1,-1,2,1,incertitude
Voter 24176,0,-1,-1,0,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 6270,-1,0,-1,2,1,-1,1,2,-1,-1,-1,Marine Le Pen
Voter 868,0,0,0,0,-1,1,1,-1,0,2,1,Jean-Luc Mélenchon
Voter 25869,1,2,1,-1,-1,0,-1,-1,1,-1,0,François Asselineau
Voter 27215,1,-1,-1,0,-1,1,0,-1,1,2,2,Benoît Hamon
Voter 25917,0,1,0,-1,-1,0,-1,-1,0,2,0,Jean-Luc Mélenchon
Voter 10325,0,0,0,0,-1,2,1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 5877,1,-1,-1,-1,-1,2,0,-1,-1,2,2,Philippe Poutou
Voter 28679,0,-1,-1,-1,-1,2,-1,-1,-1,2,0,Jean-Luc Mélenchon
Voter 16154,-1,-1,-1,0,2,0,-1,0,1,0,0,François Fillon
Voter 3417,0,,,,,0,,,,2,1,Jean-Luc Mélenchon
Voter 20035,0,2,0,1,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 20653,-1,-1,-1,-1,-1,2,-1,-1,0,1,0,non inscrit
Voter 30932,-1,-1,-1,-1,-1,2,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 5704,0,-1,-1,-1,-1,2,-1,-1,2,0,0,Emmanuel Macron
Voter 19835,-1,0,-1,0,0,-1,-1,2,-1,-1,-1,Marine Le Pen
Voter 6852,1,-1,-1,-1,-1,1,-1,-1,-1,2,2,Jean-Luc Mélenchon
Voter 27091,-1,1,0,1,1,-1,0,2,-1,-1,-1,Marine Le Pen
Voter 15321,0,-1,-1,-1,-1,2,-1,-1,1,2,0,incertitude
Voter 7226,-1,-1,-1,-1,1,-1,0,2,0,-1,-1,Marine Le Pen
Voter 28777,1,0,0,-1,-1,2,0,-1,-1,1,2,Benoît Hamon
Voter 17747,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,incertitude
Voter 3078,0,-1,-1,-1,-1,0,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 4919,0,-1,-1,-1,-1,1,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 14507,0,-1,-1,-1,-1,1,-1,-1,0,2,0,Jean-Luc Mélenchon
Voter 27210,-1,-1,-1,-1,-1,2,0,-1,0,1,-1,Benoît Hamon
Voter 597,0,0,0,0,-1,2,0,-1,1,1,0,Benoît Hamon
Voter 13967,0,0,1,-1,0,2,0,-1,1,2,1,Benoît Hamon
Voter 27300,0,-1,-1,-1,-1,2,-1,-1,1,1,0,Emmanuel Macron
Voter 15333,-1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,Emmanuel Macron
Voter 9316,0,-1,-1,-1,-1,1,-1,-1,2,0,0,Emmanuel Macron
Voter 9855,,,,,-1,1,,-1,0,2,,Emmanuel Macron
Voter 20441,-1,2,1,-1,-1,-1,-1,0,-1,-1,0,François Asselineau
Voter 5549,,-1,,-1,-1,2,,-1,1,2,,incertitude
Voter 36236,1,0,1,-1,-1,1,1,-1,-1,2,0,Jean-Luc Mélenchon
Voter 28529,1,-1,0,-1,-1,2,0,-1,0,2,1,Benoît Hamon
Voter 27420,,,,,,,1,,,1,1,Philippe Poutou
Voter 24083,0,-1,-1,-1,-1,2,-1,-1,1,2,0,Jean-Luc Mélenchon
Voter 471,1,2,0,0,-1,0,1,0,-1,2,1,Jean-Luc Mélenchon
Voter 10460,1,0,1,0,-1,1,0,-1,2,2,1,Jean-Luc Mélenchon
Voter 2084,0,0,0,2,-1,0,0,-1,-1,1,0,Nicolas Dupont-Aignan
Voter 2604,-1,-1,-1,-1,2,-1,-1,-1,1,-1,-1,François Fillon
Voter 4113,-1,-1,-1,0,-1,1,2,-1,0,2,-1,Jean-Luc Mélenchon
Voter 2428,0,0,0,0,1,0,0,0,-1,1,0,incertitude
Voter 16030,0,-1,-1,0,-1,1,-1,-1,2,0,1,Emmanuel Macron
Voter 22445,-1,-1,-1,-1,-1,1,-1,-1,0,2,-1,Jean-Luc Mélenchon
Voter 4770,0,-1,-1,-1,-1,2,-1,-1,0,2,0,Benoît Hamon
Voter 2869,,,,,1,0,,1,2,1,-1,Emmanuel Macron
Voter 26778,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,Jean-Luc Mélenchon
Voter 2032,,-1,,-1,-1,1,,-1,2,1,,Emmanuel Macron
Voter 28665,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,Jean-Luc Mélenchon
Voter 29131,0,-1,-1,-1,-1,0,-1,-1,-1,2,2,abstention
Voter 25,-1,-1,0,-1,-1,0,0,-1,1,1,-1,blanc
Voter 28106,2,0,0,0,-1,1,0,-1,0,2,2,Jean-Luc Mélenchon
Voter 34994,,0,,,,2,,,1,1,,Benoît Hamon
Voter 6704,-1,-1,-1,-1,-1,0,0,-1,0,2,-1,Jean-Luc Mélenchon
Voter 24352,-1,-1,1,1,-1,0,1,0,2,-1,0,Emmanuel Macron
Voter 28976,0,0,0,0,-1,0,-1,-1,0,2,2,Jean-Luc Mélenchon
Voter 21767,-1,-1,0,0,-1,2,0,-1,1,1,-1,Benoît Hamon
Voter 18698,1,0,1,1,-1,2,0,-1,1,2,2,Jean-Luc Mélenchon
Voter 11639,1,-1,-1,-1,-1,2,-1,-1,1,1,1,Benoît Hamon
Voter 36915,1,1,0,-1,-1,2,0,-1,-1,2,2,Jean-Luc Mélenchon
Voter 15513,0,-1,-1,0,-1,2,-1,-1,0,2,2,Jean-Luc Mélenchon
Voter 12204,1,-1,0,1,1,0,-1,-1,1,1,-1,Benoît Hamon
Voter 29757,0,1,0,-1,-1,1,-1,0,-1,2,-1,Jean-Luc Mélenchon
Voter 8301,0,-1,-1,0,-1,1,0,-1,0,2,0,Jean-Luc Mélenchon
Voter 30649,-1,1,-1,0,-1,0,1,1,-1,2,1,Jean-Luc Mélenchon
Voter 8754,0,0,0,0,-1,1,0,-1,2,2,0,incertitude
Voter 19758,1,-1,-1,-1,-1,0,-1,-1,0,2,2,Jean-Luc Mélenchon
Voter 29166,0,0,0,0,-1,-1,0,-1,1,1,0,blanc
Voter 34466,1,0,0,1,-1,1,1,-1,2,1,2,ne se prononce pas
Voter 28875,-1,-1,-1,-1,-1,2,-1,-1,-1,0,-1,Benoît Hamon
Voter 26883,-1,-1,-1,-1,-1,1,-1,-1,2,0,0,Emmanuel Macron
Voter 36470,0,-1,-1,-1,0,2,-1,-1,0,2,1,Benoît Hamon
Voter 3934,1,1,0,-1,-1,0,2,-1,-1,2,1,Jean Lassalle
Voter 3565,0,0,0,-1,-1,1,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 1349,0,0,-1,-1,-1,2,1,-1,1,2,1,Jean-Luc Mélenchon
Voter 243,-1,-1,-1,-1,-1,0,-1,-1,1,0,-1,Emmanuel Macron
Voter 18330,0,-1,-1,-1,-1,1,0,-1,0,0,0,Benoît Hamon
Voter 25151,1,1,1,1,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 33618,0,-1,-1,-1,-1,2,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 25156,0,0,1,-1,-1,2,-1,-1,1,2,1,Jean-Luc Mélenchon
Voter 15543,1,0,0,0,-1,2,,-1,1,1,2,Benoît Hamon
Voter 19466,1,0,-1,-1,-1,2,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 27609,-1,1,1,1,2,0,0,-1,-1,-1,-1,François Fillon
Voter 8985,,,,,,2,,,,2,,Jean-Luc Mélenchon
Voter 16291,1,,,,,,,,2,,2,Jean-Luc Mélenchon
Voter 11272,0,-1,-1,-1,-1,2,-1,-1,1,1,0,incertitude
Voter 3140,0,-1,-1,-1,-1,0,-1,-1,-1,1,2,incertitude
Voter 29905,,,,0,-1,1,0,-1,2,1,,Emmanuel Macron
Voter 7744,0,0,0,0,1,1,0,-1,0,2,0,Jean-Luc Mélenchon
Voter 2284,-1,-1,0,0,-1,0,1,-1,1,-1,-1,Emmanuel Macron
Voter 4449,0,0,0,,-1,0,0,,,2,0,Jean-Luc Mélenchon
Voter 20874,1,-1,-1,0,,2,-1,-1,1,2,2,Benoît Hamon
Voter 29059,0,-1,-1,-1,-1,1,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 23784,0,0,0,-1,-1,2,-1,-1,-1,2,0,Jean-Luc Mélenchon
Voter 7049,1,2,0,0,-1,0,2,-1,-1,2,2,Jean-Luc Mélenchon
Voter 10662,,,,,,1,,,2,2,0,incertitude
Voter 4422,-1,-1,-1,1,1,0,-1,0,0,0,-1,François Fillon
Voter 2491,0,,,,-1,1,,-1,-1,2,1,Jean-Luc Mélenchon
Voter 26568,-1,-1,0,0,1,-1,0,2,0,1,-1,Marine Le Pen
Voter 2788,1,-1,0,-1,-1,1,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 2377,,,2,,,1,,,1,1,,incertitude
Voter 10759,-1,1,0,2,-1,-1,0,0,-1,1,0,Nicolas Dupont-Aignan
Voter 25359,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,Benoît Hamon
Voter 11919,0,,0,-1,-1,2,0,-1,0,2,1,Jean-Luc Mélenchon
Voter 16687,0,-1,-1,-1,,1,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 23078,0,-1,0,0,-1,1,0,-1,0,2,0,Jean-Luc Mélenchon
Voter 3777,0,-1,-1,-1,-1,1,-1,-1,0,2,0,Jean-Luc Mélenchon
Voter 7137,,0,0,0,-1,1,0,-1,2,2,-1,Jean-Luc Mélenchon
Voter 17412,0,0,0,0,0,1,-1,-1,2,1,1,Emmanuel Macron
Voter 10126,1,0,-1,0,-1,2,0,-1,0,2,2,Benoît Hamon
Voter 25312,0,1,0,1,-1,1,-1,-1,-1,2,0,Jean-Luc Mélenchon
Voter 28007,2,0,0,0,0,-1,0,-1,-1,1,2,non inscrit
Voter 23080,1,0,0,-1,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 12469,,,,-1,,1,,,,1,,Benoît Hamon
Voter 16387,1,-1,0,-1,-1,1,0,-1,1,1,1,Jean-Luc Mélenchon
Voter 12671,,-1,,1,2,1,,-1,2,1,,François Fillon
Voter 11282,1,-1,-1,-1,-1,2,0,-1,2,1,1,Emmanuel Macron
Voter 16754,0,-1,-1,-1,-1,2,-1,-1,1,0,0,blanc
Voter 15807,0,0,-1,-1,-1,2,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 14797,0,0,0,-1,-1,0,-1,-1,1,2,-1,Jean-Luc Mélenchon
Voter 21885,0,-1,0,-1,-1,2,-1,-1,1,1,0,Benoît Hamon
Voter 29573,0,-1,-1,-1,-1,1,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 14403,0,-1,-1,0,0,1,0,-1,2,1,0,Emmanuel Macron
Voter 21194,1,1,1,0,-1,-1,0,-1,-1,1,2,Philippe Poutou
Voter 25112,0,-1,-1,-1,-1,2,-1,-1,1,1,0,Benoît Hamon
Voter 13102,1,-1,-1,-1,0,1,1,-1,0,2,1,Jean-Luc Mélenchon
Voter 21591,0,-1,-1,-1,-1,1,-1,-1,0,1,0,Jean-Luc Mélenchon
Voter 536,0,-1,0,-1,-1,2,-1,-1,1,2,0,Benoît Hamon
Voter 11902,-1,-1,-1,-1,2,-1,0,2,0,-1,-1,Marine Le Pen
Voter 19016,1,-1,-1,-1,-1,2,-1,-1,0,1,1,Benoît Hamon
Voter 27422,0,-1,0,0,-1,2,1,-1,2,1,1,Benoît Hamon
Voter 25048,0,-1,-1,-1,-1,2,-1,-1,2,0,0,Emmanuel Macron
Voter 5737,0,,-1,-1,-1,2,-1,-1,-1,2,1,Benoît Hamon
Voter 37584,0,-1,0,-1,-1,1,0,-1,1,1,0,
Voter 25581,0,-1,0,0,-1,1,0,-1,2,1,0,Emmanuel Macron
Voter 2027,1,-1,-1,-1,-1,1,0,-1,1,2,1,Jean-Luc Mélenchon
Voter 12296,1,-1,-1,-1,-1,2,-1,-1,0,2,2,incertitude
Voter 11089,0,-1,-1,-1,-1,2,-1,-1,0,1,1,blanc
Voter 9015,-1,-1,-1,1,-1,2,-1,-1,0,-1,-1,Benoît Hamon
Voter 9979,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,blanc
Voter 6079,0,0,0,0,-1,0,0,-1,1,0,0,Emmanuel Macron
Voter 19385,1,-1,-1,-1,-1,2,0,-1,0,1,0,Benoît Hamon
Voter 14591,,-1,-1,-1,-1,2,-1,-1,0,1,1,Benoît Hamon
Voter 10472,1,,,,,1,,,,2,,Jean-Luc Mélenchon
Voter 23508,1,-1,0,-1,-1,2,1,-1,0,1,2,Benoît Hamon
Voter 26911,0,0,0,0,-1,1,0,0,1,1,0,incertitude
Voter 6886,,-1,0,-1,0,2,0,-1,1,1,0,Benoît Hamon
Voter 17957,,,,,,2,,,,1,0,Benoît Hamon
Voter 18638,-1,-1,-1,-1,1,0,0,-1,0,-1,-1,incertitude
Voter 3897,0,-1,-1,-1,-1,0,0,-1,2,0,0,Emmanuel Macron
Voter 28560,1,0,,,,1,,,-1,2,2,Jean-Luc Mélenchon
Voter 34492,,,,,,1,,,2,1,,Emmanuel Macron
Voter 4890,0,-1,-1,-1,-1,0,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 30723,0,0,0,0,0,0,0,-1,0,0,0,Jean-Luc Mélenchon
Voter 20093,2,-1,-1,-1,0,1,-1,-1,0,2,2,Jean-Luc Mélenchon
Voter 15451,1,-1,-1,-1,-1,2,-1,-1,1,0,0,Benoît Hamon
Voter 14831,2,0,1,0,-1,1,1,-1,0,1,2,non inscrit
Voter 20323,-1,-1,0,-1,-1,1,0,-1,2,0,-1,Emmanuel Macron
Voter 16822,1,,,,,2,,,1,1,1,Benoît Hamon
Voter 28766,,,,,,1,,,0,2,,Jean-Luc Mélenchon
Voter 20362,1,-1,0,-1,-1,2,0,-1,0,0,1,Benoît Hamon
Voter 16988,1,-1,-1,-1,-1,2,0,-1,0,-1,1,Benoît Hamon
Voter 18317,0,-1,-1,-1,-1,1,-1,-1,-1,2,2,Philippe Poutou
Voter 7180,1,0,0,-1,-1,1,-1,-1,,2,0,Jean-Luc Mélenchon
Voter 29097,1,1,,,,,,,,,,blanc
Voter 8310,1,-1,-1,-1,-1,2,0,-1,2,2,1,Emmanuel Macron
Voter 4461,1,-1,-1,-1,-1,2,-1,-1,0,2,1,Benoît Hamon
Voter 1435,0,0,0,-1,-1,2,0,-1,-1,2,1,Benoît Hamon
Voter 17504,1,-1,-1,-1,-1,2,0,-1,0,1,1,Benoît Hamon
Voter 3157,0,-1,-1,-1,-1,1,-1,-1,-1,2,0,Jean-Luc Mélenchon
Voter 36883,,,,-1,,2,,-1,2,0,0,Emmanuel Macron
Voter 24872,0,,,,,2,,,0,1,0,incertitude
Voter 7464,,,,,,1,,,1,0,,Emmanuel Macron
Voter 4102,,,,,0,1,,,2,0,,Emmanuel Macron
Voter 15425,0,-1,-1,0,-1,1,,-1,-1,2,1,Jean-Luc Mélenchon
Voter 21912,-1,2,-1,0,-1,0,-1,0,-1,0,-1,François Asselineau
Voter 13444,0,,0,,,1,2,,,2,1,Jean-Luc Mélenchon
Voter 12064,0,-1,-1,-1,-1,0,-1,-1,1,2,1,Jean-Luc Mélenchon
Voter 7585,0,0,0,0,-1,1,0,-1,-1,2,1,Jean-Luc Mélenchon
Voter 26042,-1,-1,-1,0,1,1,-1,-1,2,-1,-1,Emmanuel Macron
Voter 9399,-1,-1,-1,-1,-1,1,-1,-1,0,1,1,Benoît Hamon
Voter 20650,1,-1,-1,-1,-1,1,-1,-1,-1,2,1,Jean-Luc Mélenchon
Voter 33042,,,,,,2,,,1,1,,Emmanuel Macron
Voter 10300,-1,-1,-1,-1,-1,1,-1,-1,2,1,0,Emmanuel Macron
Voter 12411,0,,0,,,1,1,,1,2,1,Jean-Luc Mélenchon
Voter 8188,0,0,0,-1,-1,1,0,-1,1,1,0,Benoît Hamon
Voter 22557,0,-1,-1,-1,-1,2,-1,-1,-1,1,1,Benoît Hamon
Voter 27219,0,-1,-1,0,1,1,0,-1,2,0,-1,Emmanuel Macron
Voter 19870,,,,,,2,,,,2,2,Benoît Hamon
Voter 16826,-1,-1,-1,1,2,-1,-1,1,-1,-1,-1,François Fillon
Voter 20176,-1,-1,-1,-1,-1,1,-1,-1,2,1,-1,Emmanuel Macron
