################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Borda 4.
# Format: CSV with header
#
# Participants were asked to rank exactly 4 candidates. Meaning of the scores:
# 11 = first / 10 = second / 9 = third / 8 = fourth / nothing = not ranked
#
# * Column 1: Voter number
# * Column 2: score of Nathalie Arthaud
# * Column 3: score of François Asselineau
# * Column 4: score of Jacques Cheminade
# * Column 5: score of Nicolas Dupont-Aignan
# * Column 6: score of François Fillon
# * Column 7: score of Benoît Hamon
# * Column 8: score of Jean Lassalle
# * Column 9: score of Marine Le Pen
# * Column 10: score of Emmanuel Macron
# * Column 11: score of Jean-Luc Mélenchon
# * Column 12: score of Philippe Poutou
# * Column 13: vote at the first round of the official election (extracted from the questionnaire)
#
################################################################################
Voter,Nathalie Arthaud,François Asselineau,Jacques Cheminade,Nicolas Dupont-Aignan,François Fillon,Benoît Hamon,Jean Lassalle,Marine Le Pen,Emmanuel Macron,Jean-Luc Mélenchon,Philippe Poutou,official vote
Voter 7777,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 7397,8,,,,,9,,,10,11,,Jean-Luc Mélenchon
Voter 7765,,10,,,,8,,,,11,9,ne se prononce pas
Voter 27001,,,,,,11,8,,,10,9,Benoît Hamon
Voter 15773,,,,,,11,8,,10,9,,Benoît Hamon
Voter 8525,,,,,,11,,,9,10,8,Benoît Hamon
Voter 155,,,8,9,,11,,,,10,,Benoît Hamon
Voter 27536,,9,,8,,,,,,11,10,Jean-Luc Mélenchon
Voter 9665,9,,8,,,,,,,10,11,abstention
Voter 27649,,,,,8,11,,,10,9,,Benoît Hamon
Voter 5638,,8,,9,,,,10,11,,,blanc
Voter 3760,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 18523,8,,,,,11,,,,10,9,Jean-Luc Mélenchon
Voter 19792,,,,8,,10,,,,11,9,Jean-Luc Mélenchon
Voter 16173,,8,,10,,,,11,,9,,Jean-Luc Mélenchon
Voter 27943,,,8,,10,9,,,11,,,Emmanuel Macron
Voter 452,,,,,,11,,,9,10,8,Benoît Hamon
Voter 15894,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 1992,,,,,10,8,,,9,11,,Jean-Luc Mélenchon
Voter 7640,,,,,,11,,,8,10,9,Benoît Hamon
Voter 27241,,,,9,,10,8,,11,,,Emmanuel Macron
Voter 10915,,,,,,9,10,,8,11,,Jean-Luc Mélenchon
Voter 18804,,,,,,9,,,8,11,10,Jean-Luc Mélenchon
Voter 19957,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 19811,,11,,,9,,,10,,8,,Emmanuel Macron
Voter 24725,,,,,,11,,,8,10,9,Benoît Hamon
Voter 10912,9,10,,,,,,,,8,11,Philippe Poutou
Voter 37563,,,8,,,10,,,9,11,,
Voter 9463,,,,,,11,8,,10,9,,Benoît Hamon
Voter 21843,,,,,,9,,,10,11,8,Emmanuel Macron
Voter 1356,10,,,,,8,,,,9,11,Philippe Poutou
Voter 25633,8,,,,,9,,,11,10,,Emmanuel Macron
Voter 29643,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 27416,,,,,,11,,,9,10,8,Jean-Luc Mélenchon
Voter 12649,,,,9,,10,,,,11,8,Jean-Luc Mélenchon
Voter 19605,11,,,10,,,,,9,,8,blanc
Voter 25571,,8,10,,,11,,,,9,,Benoît Hamon
Voter 25516,,,,,,11,8,,10,9,,Benoît Hamon
Voter 13594,,,,,,11,,,9,10,8,Benoît Hamon
Voter 21261,,,,,,11,8,,9,10,,Benoît Hamon
Voter 15384,,,,,10,9,8,,11,,,Emmanuel Macron
Voter 9563,,,,,8,11,,,9,10,,Benoît Hamon
Voter 30259,,,,,8,11,,,9,10,,Benoît Hamon
Voter 1254,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 21175,8,,,,,11,,,,10,9,Benoît Hamon
Voter 34553,,,,,,11,8,,9,10,,Jean-Luc Mélenchon
Voter 23877,,,,8,,11,,,9,10,,Benoît Hamon
Voter 5895,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 10175,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 176,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 20453,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 2638,,,,9,,8,11,,10,,,Emmanuel Macron
Voter 18085,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 21605,,11,8,,,,10,,,,9,François Asselineau
Voter 17907,,,,,,8,,,11,10,9,Emmanuel Macron
Voter 10179,,,,,,9,,,11,8,10,Emmanuel Macron
Voter 19075,,,,8,11,,,10,9,,,abstention
Voter 4406,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 30673,,,,,9,10,,,11,8,,Emmanuel Macron
Voter 25751,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 13658,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 23792,,,,,,11,,,8,10,9,Benoît Hamon
Voter 19292,,,,,10,,,9,11,8,,Emmanuel Macron
Voter 2064,11,,,,,8,,,,10,9,Jean-Luc Mélenchon
Voter 8292,,,,,,9,8,,,11,10,Jean-Luc Mélenchon
Voter 30291,9,,,,,8,,10,,11,,Jean-Luc Mélenchon
Voter 21298,,,,10,11,,,8,9,,,François Fillon
Voter 21697,10,,,,,8,,,,9,11,Jean-Luc Mélenchon
Voter 17334,10,,,,,,8,,,11,9,Jean-Luc Mélenchon
Voter 16634,8,,,,,10,,,11,,9,incertitude
Voter 7750,,9,,,,8,,,11,10,,incertitude
Voter 36404,,,,,11,8,9,,10,,,François Fillon
Voter 10404,,,,,10,8,,,11,9,,Emmanuel Macron
Voter 19879,9,,,,,,,,11,10,8,Emmanuel Macron
Voter 19291,,,,,,11,,,9,10,8,Benoît Hamon
Voter 1667,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 21608,,9,,8,,,,10,,11,,Jean-Luc Mélenchon
Voter 3467,8,,,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 12142,,,,,,9,,,10,11,8,Jean-Luc Mélenchon
Voter 15753,,,,9,8,10,,,11,,,Emmanuel Macron
Voter 24915,,11,,8,,9,,,,10,,François Asselineau
Voter 19298,,,9,,10,8,,,11,,,Emmanuel Macron
Voter 9331,,,,,,11,,,9,10,8,Benoît Hamon
Voter 25218,8,,,,,11,,,,10,9,Benoît Hamon
Voter 14383,,,,,,11,,,8,10,9,Jean-Luc Mélenchon
Voter 18843,,,,9,,8,,,,11,10,Jean-Luc Mélenchon
Voter 15581,,,,9,10,,8,,11,,,Emmanuel Macron
Voter 6371,9,,,,,11,,,8,10,,Benoît Hamon
Voter 29357,,,8,,9,11,,,10,,,Benoît Hamon
Voter 16627,8,,,,,11,,,,10,9,Benoît Hamon
Voter 13782,,,,9,11,8,,,10,,,François Fillon
Voter 4544,,,,,,11,,,9,10,8,Benoît Hamon
Voter 36398,8,11,,,,,,,,10,9,François Asselineau
Voter 10961,,,,9,11,,,8,,10,,François Fillon
Voter 1768,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 15446,,,,,,9,,,10,11,8,Emmanuel Macron
Voter 9353,,,,8,,10,,,9,11,,Jean-Luc Mélenchon
Voter 30129,,,,,,9,8,,,11,10,Jean-Luc Mélenchon
Voter 37565,,,,,,10,8,,11,,9,
Voter 21451,9,,,,,,8,,,11,10,Jean-Luc Mélenchon
Voter 18944,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 7805,8,,,,,9,,,,10,11,Philippe Poutou
Voter 15953,,,8,,,10,,,11,9,,Emmanuel Macron
Voter 27590,8,,,,,9,,,,10,11,Jean-Luc Mélenchon
Voter 2766,,,9,8,11,,,,10,,,François Fillon
Voter 23994,,,,8,,9,,,11,10,,Emmanuel Macron
Voter 3124,,9,,11,,,,10,,8,,Marine Le Pen
Voter 23495,,,,,,11,,,10,9,8,Emmanuel Macron
Voter 18607,,9,11,10,,,8,,,,,Jacques Cheminade
Voter 25873,,,,,,11,,,8,10,9,Benoît Hamon
Voter 5919,8,,,,,11,,,,10,9,blanc
Voter 19481,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 21720,,,,,,11,,,9,10,8,Benoît Hamon
Voter 4240,9,,,,,8,,,,10,11,Jean-Luc Mélenchon
Voter 22097,,,,,9,10,,,11,8,,Emmanuel Macron
Voter 10275,,,,,,10,,,8,11,9,incertitude
Voter 33217,,,,,,11,,,9,10,8,Jean-Luc Mélenchon
Voter 11971,8,,,,,11,,,,10,9,blanc
Voter 36573,,,9,,,11,,,,10,8,Jean-Luc Mélenchon
Voter 194,,,,,,11,,,9,10,8,Benoît Hamon
Voter 7166,,,,,,10,,,11,8,9,Emmanuel Macron
Voter 892,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 26926,,,,9,11,,,,10,8,,François Fillon
Voter 30267,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 7555,8,,,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 22175,,,,,,11,,,9,10,8,incertitude
Voter 3906,8,,,,,10,,,11,9,,Emmanuel Macron
Voter 7674,,,,,9,,,,10,11,8,Jean-Luc Mélenchon
Voter 33958,,10,,,,9,,,,11,8,Jean-Luc Mélenchon
Voter 13205,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 13278,8,,,,,9,,,11,,10,Emmanuel Macron
Voter 23510,,,,,8,11,,,10,9,,Emmanuel Macron
Voter 10951,,,,,,11,8,,10,9,,Emmanuel Macron
Voter 21642,,,8,,,11,,,10,9,,Emmanuel Macron
Voter 10847,,,,,,11,9,,8,10,,Jean-Luc Mélenchon
Voter 25085,,,,,8,10,,,11,9,,Emmanuel Macron
Voter 10143,,,,,9,10,,,11,8,,Emmanuel Macron
Voter 17138,,,,9,11,,,10,8,,,François Fillon
Voter 15205,8,,,,,9,,,,10,11,abstention
Voter 2196,,,,,,11,,,10,9,8,Jean-Luc Mélenchon
Voter 25907,8,,,,,11,,,,10,9,Jean-Luc Mélenchon
Voter 4903,8,,,,,11,,,,10,9,Benoît Hamon
Voter 13363,,,,8,,9,,,10,11,,incertitude
Voter 13462,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 28262,,,,,,11,,,8,10,9,Benoît Hamon
Voter 24450,8,,,,,11,,,,10,9,Jean-Luc Mélenchon
Voter 10345,10,,,,,11,,,,8,9,Benoît Hamon
Voter 25338,8,,,,,11,,,,10,9,Jean-Luc Mélenchon
Voter 29122,9,,8,11,,,,,,,10,Nicolas Dupont-Aignan
Voter 3660,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 487,8,,,,,11,,,9,10,,Benoît Hamon
Voter 6154,10,,9,,,,,,,8,11,incertitude
Voter 28475,8,,,,,11,,,,10,9,Benoît Hamon
Voter 22621,,,8,,,11,,,,9,10,Benoît Hamon
Voter 10426,8,,,,,11,,,,10,9,Benoît Hamon
Voter 29254,,,,8,,10,9,,,11,,blanc
Voter 31710,11,,10,,,8,,,9,,,Nathalie Arthaud
Voter 15081,,,,,,,10,,11,9,8,Emmanuel Macron
Voter 13047,,11,,9,,,,,,10,8,Jean-Luc Mélenchon
Voter 4947,,,,,,11,,8,10,9,,incertitude
Voter 24218,,,,,,11,,,10,9,8,incertitude
Voter 29841,,8,9,,,,,,,10,11,non inscrit
Voter 6825,,9,8,10,,11,,,,,,abstention
Voter 7305,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 2382,,,,11,9,8,,,,10,,
Voter 296,9,,,,,8,,,,10,11,Jean-Luc Mélenchon
Voter 4634,8,,,,,9,,,,10,11,Jean-Luc Mélenchon
Voter 1885,,,9,8,,10,,,11,,,Emmanuel Macron
Voter 4978,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 5144,9,,8,,,,,,,10,11,Jean-Luc Mélenchon
Voter 28366,,,,10,11,8,,,9,,,François Fillon
Voter 28149,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 1529,,8,,,9,10,,,,11,,Jean-Luc Mélenchon
Voter 35234,,,,,,11,,,9,10,8,Emmanuel Macron
Voter 19151,,,,,,11,,,9,8,10,Benoît Hamon
Voter 14830,,,,,,11,,,9,10,8,Benoît Hamon
Voter 25643,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 4999,,,,,8,9,,,11,10,,Emmanuel Macron
Voter 2416,,,,,10,9,,,11,8,,Emmanuel Macron
Voter 15598,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 4523,,,,,,11,,,8,9,10,Benoît Hamon
Voter 31518,,,10,9,,11,,,,8,,Benoît Hamon
Voter 7411,,9,,10,11,,,8,,,,François Fillon
Voter 19630,8,,9,,,10,,,,11,,Jean-Luc Mélenchon
Voter 17827,,,,,8,11,,,10,9,,incertitude
Voter 26748,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 20699,,,9,,,11,8,,,10,,Jean-Luc Mélenchon
Voter 27968,8,,,11,,,,,10,,9,Nicolas Dupont-Aignan
Voter 24556,,,,,,9,,,10,11,8,Jean-Luc Mélenchon
Voter 4260,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 26460,,,8,,,9,10,,,11,,Jean-Luc Mélenchon
Voter 27475,8,,,,,11,,,,10,9,Benoît Hamon
Voter 26430,8,,,,,11,,,,10,9,Benoît Hamon
Voter 21472,,,,9,,10,,,8,11,,Jean-Luc Mélenchon
Voter 17191,,,,,8,9,,,10,11,,Emmanuel Macron
Voter 21045,,,9,,,11,,,,8,10,Benoît Hamon
Voter 136,,,,,8,10,,,11,9,,incertitude
Voter 31865,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 18508,8,,,,,10,,,,11,9,incertitude
Voter 27031,,,,8,9,10,,,11,,,Emmanuel Macron
Voter 14523,,,,,,11,,,10,9,8,Emmanuel Macron
Voter 28319,10,,,,,11,,,9,8,,Benoît Hamon
Voter 1335,10,11,,,,,8,,,,9,François Asselineau
Voter 26525,,,,,,11,,,10,9,8,Benoît Hamon
Voter 20389,,,8,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 25383,,,,,10,,,8,11,9,,Emmanuel Macron
Voter 13105,,,,,11,9,,,10,8,,François Fillon
Voter 660,,,,,,10,,8,,11,9,Jean-Luc Mélenchon
Voter 34188,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 14257,,,,9,10,,,,11,8,,Emmanuel Macron
Voter 13999,,,9,,,,8,,11,10,,Emmanuel Macron
Voter 2665,,,,,,9,11,,10,8,,Jean Lassalle
Voter 17753,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 37567,10,,,,,8,,,,11,9,
Voter 19542,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 18005,,,,,,10,9,,11,,8,Emmanuel Macron
Voter 19873,,,,,,11,,,10,8,9,Emmanuel Macron
Voter 6971,8,,,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 30808,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 30350,,,,11,8,10,,,,9,,Jean-Luc Mélenchon
Voter 25818,8,,,,,11,,,10,,9,Benoît Hamon
Voter 25303,8,,,,,11,,,,10,9,Benoît Hamon
Voter 25076,,,8,,,9,,,11,10,,Emmanuel Macron
Voter 31799,,,,8,,10,9,,11,,,Emmanuel Macron
Voter 5765,,,9,,,10,,,,11,8,ne se prononce pas
Voter 3225,10,,,,,11,,,,8,9,Benoît Hamon
Voter 17558,,,,,,11,,,8,10,9,Jean-Luc Mélenchon
Voter 26322,,11,9,,,,,,,10,8,François Asselineau
Voter 2185,10,,,,,9,,,8,11,,incertitude
Voter 21342,8,,,,,9,,,,10,11,Jean-Luc Mélenchon
Voter 21336,,,,,8,9,,,10,11,,incertitude
Voter 27706,,,9,11,,8,,,,10,,Jean-Luc Mélenchon
Voter 28335,,,8,,,11,,,10,9,,Benoît Hamon
Voter 3275,,,,,,8,9,,,11,10,Jean-Luc Mélenchon
Voter 14500,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 15937,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 36208,,9,,,,10,8,,,11,,Jean-Luc Mélenchon
Voter 2005,10,,,,,8,,,,9,11,abstention
Voter 16742,,,,,,10,8,,11,9,,Emmanuel Macron
Voter 28146,,,,,,11,9,,,10,8,Benoît Hamon
Voter 14249,,,,,10,,,8,11,9,,Emmanuel Macron
Voter 4159,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 34077,,11,,,,8,,,,9,10,François Asselineau
Voter 23133,,9,,,,,8,11,,10,,Marine Le Pen
Voter 16823,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 28894,,,8,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 446,,,,,8,10,,,11,9,,Emmanuel Macron
Voter 24637,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 31506,,,,,8,11,,,9,10,,Benoît Hamon
Voter 8562,9,,,,,10,,,,11,8,Jean-Luc Mélenchon
Voter 30214,,,,,,11,,,10,9,8,Benoît Hamon
Voter 4767,,,,,,11,,,9,10,8,incertitude
Voter 8503,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 3103,9,,,,,10,,,,11,8,Jean-Luc Mélenchon
Voter 34768,,,,,,10,9,,,11,8,Jean-Luc Mélenchon
Voter 14275,,10,,,,8,,,9,11,,Jean-Luc Mélenchon
Voter 5657,,,,,8,11,,,10,9,,Benoît Hamon
Voter 2282,9,,,,,11,,,,10,8,Benoît Hamon
Voter 6903,,,,,10,9,8,,11,,,Emmanuel Macron
Voter 16366,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 27047,,,,,8,11,,,9,10,,Benoît Hamon
Voter 11546,,,,,,11,,,9,10,8,Benoît Hamon
Voter 4827,,,,,,11,,,8,10,9,Emmanuel Macron
Voter 1253,,,8,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 24896,,,8,,,11,,,10,9,,Benoît Hamon
Voter 30429,,,,,,10,9,,,11,8,Jean-Luc Mélenchon
Voter 7115,8,,,,,,9,11,,10,,Marine Le Pen
Voter 22937,,,,,9,10,,,11,8,,Emmanuel Macron
Voter 13272,,8,9,,,10,,,,11,,Jean-Luc Mélenchon
Voter 29041,,,,,,10,,,9,11,8,Jean-Luc Mélenchon
Voter 25089,,,,,,10,,,8,11,9,Jean-Luc Mélenchon
Voter 10274,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 28059,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 20821,,,,,8,10,,,11,9,,Emmanuel Macron
Voter 37570,8,,,,,10,,,9,11,,
Voter 37651,,,,,,11,,,9,10,8,
Voter 21611,,,,,,9,,,11,10,8,incertitude
Voter 5907,8,,,,,11,,,,10,9,Benoît Hamon
Voter 27426,10,,,,,9,8,,,11,,Jean-Luc Mélenchon
Voter 16904,,,,,9,11,,,10,8,,Emmanuel Macron
Voter 26884,8,,,,,10,,,11,9,,Emmanuel Macron
Voter 15011,8,,,,,11,,,10,,9,Benoît Hamon
Voter 10378,,9,,,,10,,,8,11,,Jean-Luc Mélenchon
Voter 18472,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 3712,,,,,8,10,,,11,9,,Emmanuel Macron
Voter 28272,,,,,8,10,,,9,11,,Jean-Luc Mélenchon
Voter 32,8,,,,,10,,,11,9,,Emmanuel Macron
Voter 27985,,,,,,11,,,8,10,9,Benoît Hamon
Voter 30276,,,,,,9,8,,11,10,,Emmanuel Macron
Voter 6821,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 2938,,,,,,11,,,8,9,10,Benoît Hamon
Voter 12606,,,,,9,10,,,11,8,,Emmanuel Macron
Voter 22447,,,,,8,9,,,10,11,,Jean-Luc Mélenchon
Voter 12190,,,,,8,9,,,11,10,,Emmanuel Macron
Voter 7272,,,,10,,,,9,11,8,,Emmanuel Macron
Voter 346,9,,,10,,8,,,11,,,Emmanuel Macron
Voter 7578,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 14022,,,,,10,9,,,8,11,,Jean-Luc Mélenchon
Voter 30647,,,,9,,,11,,10,8,,Jean Lassalle
Voter 29881,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 7942,,,,,10,8,,,11,9,,Emmanuel Macron
Voter 14113,8,,,,,11,,,10,9,,Emmanuel Macron
Voter 6259,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 2670,8,,,,,9,,,11,10,,Emmanuel Macron
Voter 22690,8,,,,,11,,,,10,9,Benoît Hamon
Voter 11427,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 6847,,,,,8,10,,,11,9,,Emmanuel Macron
Voter 25317,9,,,,,10,,,,11,8,Jean-Luc Mélenchon
Voter 5969,8,,,,,10,,,,9,11,incertitude
Voter 36147,8,,,,,10,,,11,,9,Emmanuel Macron
Voter 8598,,,,,8,10,,,11,9,,Emmanuel Macron
Voter 20987,,,,,,8,,,11,10,9,abstention
Voter 11709,8,,,,,11,,,,10,9,incertitude
Voter 1219,,11,,,,,10,,,8,9,François Asselineau
Voter 18207,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 5729,,,10,8,,11,,,9,,,incertitude
Voter 30567,,,,,,9,10,,,11,8,Jean-Luc Mélenchon
Voter 30060,,10,8,,,,,,,11,9,abstention
Voter 19603,,9,,10,,,,,8,11,,Jean-Luc Mélenchon
Voter 4814,10,,,,,8,,,,9,11,Jean-Luc Mélenchon
Voter 22037,,,,,,11,,,8,9,10,Benoît Hamon
Voter 310,,,,,9,10,,,11,8,,Emmanuel Macron
Voter 25715,,,,,8,10,,,11,9,,Emmanuel Macron
Voter 29139,,,,9,,,,,10,11,8,Jean-Luc Mélenchon
Voter 19558,8,,,,,11,,,,10,9,incertitude
Voter 24462,9,,,,,11,,,,8,10,Benoît Hamon
Voter 11346,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 1363,8,,,,,11,,,,10,9,Benoît Hamon
Voter 18410,,,,,,9,,,10,8,11,Emmanuel Macron
Voter 13894,,,,9,,8,,,11,10,,Emmanuel Macron
Voter 28183,,9,8,,,10,,,,11,,Jean-Luc Mélenchon
Voter 6011,10,,,,,8,,,,9,11,blanc
Voter 8436,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 18351,,,10,,,,,8,9,11,,Jean-Luc Mélenchon
Voter 9383,,,,,10,,8,,9,11,,Jean-Luc Mélenchon
Voter 25395,,,,9,11,8,,,10,,,François Fillon
Voter 12375,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 22379,,,,,,11,,,10,9,8,Benoît Hamon
Voter 637,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 1665,,,,8,10,,9,,11,,,blanc
Voter 771,,,8,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 2019,9,,10,8,,,,,,,11,blanc
Voter 19553,,,,,,11,,,10,9,8,Benoît Hamon
Voter 15228,9,,,,,11,,,8,,10,Benoît Hamon
Voter 18808,8,,,,,11,,,,10,9,Benoît Hamon
Voter 5397,,,,,8,10,,,9,11,,Jean-Luc Mélenchon
Voter 30562,10,,,,,8,,,,9,11,non inscrit
Voter 28251,,,8,,,11,,,,10,9,Jean-Luc Mélenchon
Voter 27797,,8,,,,10,,,,11,9,ne se prononce pas
Voter 20158,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 30389,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 2863,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 25785,,11,10,8,,,9,,,,,François Asselineau
Voter 9027,10,11,,,,9,,,,,8,François Asselineau
Voter 7440,,,,,,9,8,,11,10,,Emmanuel Macron
Voter 25618,,,8,,,11,,,9,,10,Benoît Hamon
Voter 18409,9,,,,,10,,,,8,11,non inscrit
Voter 16340,,,,,,9,,,11,10,8,Emmanuel Macron
Voter 29425,,,,,,11,10,,,9,8,Jean-Luc Mélenchon
Voter 15701,8,,,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 4592,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 20292,9,,,,,10,,,,11,8,Jean-Luc Mélenchon
Voter 12648,8,,,,,9,,,,10,11,Philippe Poutou
Voter 18948,8,,,,,9,,,10,11,,Jean-Luc Mélenchon
Voter 590,,,,,8,10,,,9,11,,Jean-Luc Mélenchon
Voter 22574,,,,,10,,9,11,,,8,Marine Le Pen
Voter 25923,,9,,,,10,8,,,,11,Philippe Poutou
Voter 12815,,,,,,8,,,11,10,9,Emmanuel Macron
Voter 13959,,,8,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 9487,,,8,,9,10,,,,11,,Benoît Hamon
Voter 14341,,,,,9,,,,11,10,8,Emmanuel Macron
Voter 24922,,,,10,,9,,,8,11,,blanc
Voter 24743,,,,,,10,,,11,9,8,Emmanuel Macron
Voter 27152,9,,,,,8,,,,11,10,Jean-Luc Mélenchon
Voter 26118,,,8,,,11,,,10,9,,incertitude
Voter 5324,9,,,,,11,,,,10,8,Benoît Hamon
Voter 28090,,,8,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 5229,,,,,,9,,,10,11,8,incertitude
Voter 14530,,,,,8,10,9,,11,,,Emmanuel Macron
Voter 37257,9,,,,,10,,,8,11,,Jean-Luc Mélenchon
Voter 16234,9,,,,,,8,,,11,10,Jean-Luc Mélenchon
Voter 27660,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 19080,,,,,8,10,,,11,9,,Emmanuel Macron
Voter 6177,,,,,,11,,,8,10,9,Benoît Hamon
Voter 16231,,,,,8,9,,,11,10,,Emmanuel Macron
Voter 12570,,,,,,11,,,10,9,8,Benoît Hamon
Voter 6575,9,8,,,,,,,10,11,,
Voter 11731,,,8,,,10,,,9,11,,Jean-Luc Mélenchon
Voter 20625,,8,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 494,10,,9,,,8,,,,11,,Jean-Luc Mélenchon
Voter 10340,,8,,,,,10,,,11,9,Jean-Luc Mélenchon
Voter 4513,8,,,,,10,,,,11,9,Jean-Luc Mélenchon
Voter 11118,,,,,,11,8,,10,9,,Emmanuel Macron
Voter 24430,,,,,11,9,8,,10,,,incertitude
Voter 13216,,,,,10,8,,,11,9,,Emmanuel Macron
Voter 23840,,8,,11,9,,,,10,,,blanc
Voter 20304,8,,,,,9,,,,11,10,Jean-Luc Mélenchon
Voter 1909,,,,,,9,8,,11,10,,Emmanuel Macron
Voter 23100,,11,,9,8,,,,,10,,Jean-Luc Mélenchon
Voter 29528,,9,,10,11,,,,8,,,François Fillon
Voter 9849,,,,,8,,,,11,9,10,Philippe Poutou
Voter 25498,,,,,,8,11,,10,9,,Jean Lassalle
Voter 4042,8,,,9,,,10,,11,,,incertitude
Voter 29146,,,,,8,9,,,11,10,,Emmanuel Macron
